"text","created","screenName","favoriteCount","longitude","latitude"
"Wariant Omikron. #Niedzielski polecił zwracać ""szczególną uwagę"" https://t.co/ov8SBhiuse","2021-11-26 22:01:58","pidybi",0,2.15513,41.39479
"Omikron. WHO określa nowy wariant #Koronawirusa mianem ""niepokojącego"" https://t.co/L9zdR8FF0w","2021-11-26 21:25:07","pidybi",0,2.15583,41.3942
"Niemcy zaczną zmuszać do #fotowoltaiki. Nowe budynki będą musiały mieć panele https://t.co/ng4BJfOa5h","2021-11-22 18:09:40","pidybi",0,2.15575,41.39308
"Wariant Omikron. #Niedzielski polecił zwracać ""szczególną uwagę"" https://t.co/ov8SBhiuse","2021-11-26 22:01:58","pidybi",0,2.15513,41.39479
"Omikron. WHO określa nowy wariant #Koronawirusa mianem ""niepokojącego"" https://t.co/L9zdR8FF0w","2021-11-26 21:25:07","pidybi",0,2.15583,41.3942
"Właśnie publikuje zdjęcie w: Zielna, Warszawa https://t.co/neU0OkcWHg","2021-11-23 08:49:42","Jerzy_Ochnio",0,21.0060713,52.2371655
"Przebudowa ulicy Sokratesa w #Warszawie. Kierowcy pojadą tylko w jednym kierunku. ZDM zapowiada spore zmiany w... https://t.co/vdK8APd2Cd","2021-11-22 16:30:12","pidybi",0,2.15563,41.3939
"Wyzyta w stolycy #warszawa #menel #vodka #ironia #beka w: Warszawa, Centrum https://t.co/jUqN3GMSrZ","2021-11-22 14:08:21","Kinia_i_Tomek",0,20.92688538,52.14872924
"Just posted a photo @ Saska Kępa, Warszawa, Poland https://t.co/QrIhXFazfT","2021-11-21 21:07:54","DJAmeryka",0,21.0623911,52.22974358
"Foto appena pubblicata @ Wesoła, Warszawa, Poland https://t.co/kta7I6yikF","2021-11-21 11:05:59","idiitalia",0,21.2167,52.25
"🇵🇱 @ Warszawa https://t.co/eyFR8IZGEW","2021-11-20 12:31:33","emilyamelia96",1,21.00680351,52.23168967
"Nowa praca, nowy zawód, nowe życie. Nowa nadzieja 👍 #warszawa #urzadmiastastolecznegowarszawy… https://t.co/UZU7nOwQIg","2021-11-18 21:56:41","Staszewski67",2,21.00264863,52.24314143
"Jesień coraz bardziej 😉 #warszawa #warsawbynight #warszawanocą #warsaw w: Wola https://t.co/UoISGxMRYV","2021-11-18 21:29:33","LukaszSzurma",1,20.95722222,52.23333333
"Trwa kontrola maseczkowa w #Warszawie. #policjanci krążą po galeriach handlowych i wypisują mandaty https://t.co/DT5kmEcmLb","2021-11-18 16:57:51","pidybi",1,2.15179,41.39666
"☕+🥧 (@ Czy Kawka in Warszawa, Mazowieckie) https://t.co/SbFPzRnCcv https://t.co/ZtBhOW4nyw","2021-11-18 14:22:29","Janusz_Chorus",0,20.932909,52.230536
"Właśnie publikuje zdjęcie w: Nowy Świat, Śródmieście Północne, Warszawa https://t.co/EA5KoZytEc","2021-11-18 08:46:47","Jerzy_Ochnio",0,21.01881043,52.23478205
"Szczepienia a zachorowania. Dlaczego liczba... https://t.co/7Y1pF0Urx9","2021-11-17 21:08:22","pidybi",0,2.1527,41.39699
"30. Finał Wielkiej Orkiestry Świątecznej Pomocy. Poznaliśmy kalendarium i pierwszą gwiazdę jubileuszowego... https://t.co/jfGQCLZezN","2021-11-17 17:55:42","pidybi",0,2.15156,41.39644
"Właśnie publikuje zdjęcie w: Marszałkowska, Warszawa https://t.co/rQrO0GXgtJ","2021-11-17 08:50:42","Jerzy_Ochnio",1,21.00416066,52.23930682
"Właśnie publikuje film w: Warszawa https://t.co/o2qykxV5Xn","2021-11-17 06:29:17","EfibTeam",0,21.00680351,52.23168967
"Balikk (@ Warsaw @ChopinAirport in Warszawa, Mazowieckie) https://t.co/SXcHXeFk26","2021-11-17 02:31:25","zalfarinaa",0,20.97049713,52.17101024
"Na Sadybie powstanie miejsce integracji... https://t.co/h9Z3bx15Iq","2021-11-16 17:16:41","pidybi",0,2.15195,41.39659
"I'm at Muranów in Warszawa, Mazowieckie https://t.co/PSmAI7W2AN","2021-11-16 15:49:27","ComoLaFlor1704",0,20.99512932,52.25095526
"I'm at Zdrofit Bemowo in Warszawa, Mazowieckie https://t.co/Ig0syJAoQo","2021-11-16 15:49:10","miloszklosowski",0,20.90613612,52.24564122
"I'm at Hard Rock Cafe Warsaw in Warszawa, mazowieckie https://t.co/ykx7L35j6I","2021-11-16 14:00:39","zalfarinaa",0,21.00379686,52.23004053
"I'm at Costa Coffee in Warszawa, mazowieckie https://t.co/YiAmYGxZrY","2021-11-16 11:12:53","zalfarinaa",0,21.01338686,52.24610346
"I'm at Old Town in Warszawa, mazowieckie https://t.co/ID2GYxqDLq","2021-11-16 10:20:42","zalfarinaa",0,21.01225376,52.24973022
"I'm at Kolumna Zygmunta III Wazy in Warszawa, mazowieckie https://t.co/nKUJEZREAR","2021-11-16 09:46:13","zalfarinaa",0,21.01326548,52.24714535
"I'm at Wałowa 5 in Warszawa, Mazowieckie https://t.co/5pzs4jSmv1","2021-11-16 07:47:04","ComoLaFlor1704",0,20.99989782,52.25024067
"Takiego tarasu widokowego w Polsce jeszcze nie było.... https://t.co/l1383KWav5","2021-11-16 06:36:23","pidybi",0,2.15276,41.39665
"Fenomenalnie to drzewo wygląda. Liści coraz mniej, ale inne są już kompletnie łyse #warszawa #warsawbynight #wola… https://t.co/irdydbCjF6","2021-11-15 21:59:26","LukaszSzurma",1,20.95722222,52.23333333
"#Warszawa otrzyma milion złotych w ramach akcji ""Najbardziej odporna gmina"". W stolicy przeciw #COVID - 19... https://t.co/XqjiKfReij","2021-11-15 18:11:11","pidybi",0,2.15299,41.39671
"I'm at Łazienki Park - @lazienkimuzeum in Warszawa, mazowieckie https://t.co/7f33Zr9Xw4","2021-11-15 13:12:00","zalfarinaa",0,21.03358269,52.21289238
"I'm at Niepodległa Cafe in Warszawa, Mazowieckie https://t.co/ilxG7ykIhN","2021-11-15 13:11:55","zalfarinaa",0,21.026892,52.216267
"I'm at Muranów in Warszawa, Mazowieckie https://t.co/J7Y2bdToVy","2021-11-15 11:03:13","ComoLaFlor1704",0,20.99512932,52.25095526
"#tymczasem Syn starosty Łęczyńskiego PiS... https://t.co/Dcr7rodsqw #wykop","2021-11-16 20:40:41","pidybi",0,2.15215,41.39655
"#tymczasem Spada poparcie dla PiS, dobre wieści dla... https://t.co/5M9hKqkSU7 #wykop","2021-11-13 13:30:28","pidybi",0,-3.71246,40.40692
"#Izrael: Władze zdecydowały o #szczepieniu dzieci w wieku od 5 do 11 lat https://t.co/X759TzTo7i #dorzeczy","2021-11-15 06:34:12","pidybi",0,2.15235,41.3967
"Na Mazowszu zajętych 90 proc. respiratorów. W poniedziałek rusza kolejny szpital tymczasowy https://t.co/Exo4cmyiqe","2021-11-13 17:24:47","pidybi",0,-3.71321,40.40646
"@KrzysztofAtor nadaje! PILNE! Szturm Imigrantów Szykowano Już Latem! Wojsko... https://t.co/l72qbU3ZAA #wideoprezentacje","2021-11-15 06:41:16","pidybi",0,2.153,41.39618
"Perełka Dolnego Śląska - Świdnica i Kościół Pokoju. #świdnica #kościółpokoju #dolnyslask #wycieczka… https://t.co/riqLpYYKF1","2021-11-09 18:57:02","narajczyk",0,16.49163889,50.84625
"Obejmij Tron z #PlayStation #Polska! Teraz trofea zdobywa Zagrajnik, Enno i Demonidias https://t.co/p24f1UWARO #PS","2021-11-09 16:40:32","pidybi",0,2.15191,41.39679
"@KrzysztofAtor nadaje! Polska Idzie na Pożarcie - O Szturmie na Granicę #Polski... https://t.co/V3d40EC23s #wideoprezentacje","2021-11-09 07:06:31","pidybi",0,2.15248,41.39649
"List otwarty pracowników CERT #Polska. Dotyczy odejścia Przemysława Jaroszewskiego https://t.co/IHqVTXpI9w","2021-11-08 20:40:22","pidybi",0,2.15199,41.39677
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/IgvlBtoZM5","2021-11-08 16:52:17","karol_grass",0,20.35845995,49.84674184
"@KrzysztofAtor nadaje! Polska To Eksperyment! ""Jeden z Nich"" Ujawnia Cel Wywołania... https://t.co/LN1kxvIEA3 #wideoprezentacje","2021-11-07 19:44:21","pidybi",0,-3.71215,40.4066
"Błąd systemu. Część osób dostała nieprawdziwe informacje nt. kwarantanny https://t.co/8XzUMB4zI1","2021-11-07 19:01:07","pidybi",0,-3.71186,40.40655
"Polski żołnierz w czasie snu zmarł w obszarze przygranicznym https://t.co/M6SQxGMR79","2021-11-07 11:18:26","pidybi",0,-3.71309,40.40626
"@Gustaw14PL @PolitycznaJ @Ania63837109 @Play_Polska Dz.U. 2019 poz. 821
📢Obwieszczenie Marszałka @KancelariaSejmu z… https://t.co/Do10dVKTRL","2021-11-07 10:05:20","Dziennik_Ustaw",2,21.02839,52.22548
"MZ: W sytuacji zagrożenia życia i zdrowia kobiety zakończenie ciąży jest zgodne z prawem https://t.co/BoYsegSsMQ","2021-11-07 06:50:52","pidybi",0,-3.71228,40.40697
"Szczecin: Wybuch w domu jednorodzinnym, 7 osób rannych https://t.co/JIKZYuJRvp","2021-11-06 16:41:22","pidybi",0,-3.71224,40.40602
"Piękna polska jesień #autumn🍁 w: Wroclaw, Poland https://t.co/WOXhMVMIe0","2021-11-06 13:34:01","AndrzejGulewicz",0,17.0375,51.1108
"#tymczasem Migranci zbierają się koło Kuźnicy, by przekroczyć granicę zwartą grupą https://t.co/RgJmWrXshP #wykop","2021-11-07 19:50:02","pidybi",0,-3.71336,40.40693
"Błąd systemu. Część osób dostała nieprawdziwe informacje nt. kwarantanny https://t.co/8XzUMB4zI1","2021-11-07 19:01:07","pidybi",0,-3.71186,40.40655
"Marsz Niepodległości. Prokurator generalny Zbigniew Ziobro wniósł skargę nadzwyczajną https://t.co/sVjpmeSpNj","2021-11-05 20:10:41","pidybi",0,2.15324,41.39632
"🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱
Wielkie Święto, Dzień Niepodległości Polski. 
Stasiu jest myślą i sercem ze swoją ojczyzną i bardzo tę… https://t.co/MlhPRkI1aC","2021-11-11 19:28:41","MikrutStanislaw",1,10.32324,47.70152
"#tymczasem Zakończył się Marsz Niepodległości. 100 tysięcy uczestników i... nic, spokojnie https://t.co/hQhX2YPR2g #wykop","2021-11-11 18:50:50","pidybi",0,2.15206,41.39674
"Tak było podczas uroczystości z okazji 103. rocznicy odzyskania przez Polskę Niepodległości 🇵🇱 Więcej zdjęć 📷 na… https://t.co/gs8bqXhiDC","2021-11-11 15:38:43","iszczecinek",1,16.7034,53.71253
"Trwa Marsz Niepodległości. Tłumy w centrum #Warszawy NA ŻYWO https://t.co/A5PgBJjMNc","2021-11-11 14:46:01","pidybi",0,2.15222,41.3967
"W Warszawie, jak co roku zadyma, a w Łodzi spokojnie i radośnie świętujemy 11 listopada - Święto Niepodległości!… https://t.co/jSC3VyAwLA","2021-11-11 14:30:39","KLubnauer",50,19.4688,51.7602
"Marsz Niepodległości 2021. Tłumy idą przez centrum #Warszawy. Stolica w morzu biało - czerwonych flag #fotoRELACJA https://t.co/ciBAObbBtm","2021-11-11 13:49:11","pidybi",0,2.15322,41.39658
"Dzień Niepodległości 🇵🇱🇵🇱🇵🇱 #dzienniepodleglosci #independenceday w: Gassy https://t.co/ZCZehLAgVX","2021-11-11 12:42:22","krisdresler",1,21.2,52.0833
"Dzień Niepodległości. w: Gdynia https://t.co/OpX9hVgGg2","2021-11-11 07:07:29","Seafarer_AS",0,18.5388,54.5177
"Tak z ciekawości. Bo na meczach to gazem wali się bez litości. Nie można również na #granica?","2021-11-08 19:29:31","stvwnv_",2,16.98627376,51.09115552
"10 #Polskich książek znanych za granicą TOPOWA DYCHA https://t.co/Cbn2QVSamC","2021-11-05 16:55:41","pidybi",0,2.15132,41.39627
"#Senatorka #PIS o Bodnarze: biegał w obronie nawiedzonych bab siejących religię śmierci https://t.co/YPE8KD8dOW","2021-05-13 21:40:46","pidybi",0,2.15415,41.390491
"@KrzysztofAtor nadaje! Nowy #Polski Ład: Największe Zagrożenie dla #Polski - Q&amp;A... https://t.co/l92EGKoh0p #wideoprezentacje","2021-05-16 15:02:08","pidybi",0,2.15202,41.39289
"Nowy Ład? Wicemarszałek #Senatu z PiS: wiele z tych pomysłów wejdzie w życie jeszcze w tym... https://t.co/Cwc3Bdop1I","2021-05-16 10:03:56","pidybi",0,2.15426,41.3923
"@KrzysztofAtor nadaje! Ogłosili Nowy ŁAD! To Zniszczenie Klasy Średniej i... https://t.co/GGIvmVr0kG #wideoprezentacje","2021-05-16 05:27:01","pidybi",0,2.1535,41.39215
"#tymczasem Nowy Ład: Wprowadzone zostaną Alimenty... https://t.co/VHQIETrJHB #wykop","2021-05-15 14:04:01","pidybi",0,2.15189,41.39446
"@KrzysztofAtor nadaje! #Polski Nowy Ład już w Sobotę! Jak POWINIEN Wyglądać Ale... https://t.co/jGqDsf7koz #wideoprezentacje","2021-05-13 16:18:41","pidybi",0,2.154297,41.390442
"Ruszają zapisy na #szczepienia dla nastolatków, kolejni uczniowie wracają do szkół NA ŻYWO https://t.co/Un2yQ6GXdX","2021-05-17 04:51:13","pidybi",0,2.15339,41.39368
"Czołowy #wirusolog zrezygnował. Nie mam... https://t.co/qAbiy1Dj8N","2021-05-17 04:39:51","pidybi",0,2.15235,41.39524
"Grzesiowski: Przy radości zachowajmy rozsądek. Nie wyrzucajmy maseczek do śmieci https://t.co/qRTnxfNKum","2021-05-15 14:44:12","pidybi",0,2.15313,41.39124
"Uważamy, że ta odmiana jest bardziej podatna na przenoszenie niż poprzednia https://t.co/CgaNILFVaO","2021-05-15 04:30:13","pidybi",0,2.15257,41.39177
"Ogródki w restauracjach otwarte. Co jeszcze się zmienia? https://t.co/JunszmRtqb","2021-05-15 04:24:11","pidybi",0,2.15182,41.39309
"Maseczki, ogródki restauracyjne, transport. Zmiany w obostrzeniach weszły w życie https://t.co/HnDolmZrNR","2021-05-15 04:01:31","pidybi",0,2.15177,41.39148
"W pełni zaszczepiony nie musisz nosić maski. Nowe zalecenia dla Amerykanów https://t.co/CMdQvzP763","2021-05-15 03:44:02","pidybi",0,2.15495,41.39466
"Ostatnia prosta - Musiał, #Kubica, siatkarze i piłkarze zachęcają do #szczepień na #Koronawirusa wideo https://t.co/sd90r850gh","2021-05-14 21:13:34","pidybi",0,2.154204,41.390423
"Wakacje z zielonym paszportem. Wiceminister o możliwym... https://t.co/Ups0vFn3TA","2021-05-14 18:09:21","pidybi",0,2.154181,41.390418
"Szef #WHO: zamiast #szczepić dzieci i młodzież, przekażcie #szczepionki biednym krajom https://t.co/GzIWmGgNmS","2021-05-14 15:41:08","pidybi",0,2.154367,41.390353
"#dzienchorego #sakramentchorych #biblia #cytaty w: Kościół św. Jadwigi w Zabrzu https://t.co/0efDZZ0KHv","2021-02-11 10:47:57","kskarold",1,18.8301,50.298
"Just posted a photo @ Kosciol Mariacki https://t.co/7l20R7IRQx","2021-02-07 19:13:59","TheTwistedRedLa",0,19.93828,50.06124
"Just posted a photo @ Kościół Mariacki w Krakowie https://t.co/YadW8Afi2L","2021-02-07 19:13:27","TheTwistedRedLa",0,19.93870212,50.0617729
"Just posted a photo @ Kościół Mariacki w Krakowie https://t.co/X3Plh5hFDQ","2021-02-07 19:12:51","TheTwistedRedLa",0,19.93870212,50.0617729
"Just posted a photo @ Kosciół oo Pijarów https://t.co/hfrOccZB9e","2021-06-03 21:11:49","TheTwistedRedLa",0,19.93977167,50.06459717
"Just posted a photo @ Kosciół oo Pijarów https://t.co/hsr3mv7kuB","2021-06-03 21:11:17","TheTwistedRedLa",0,19.93977167,50.06459717
"Just posted a photo @ Kosciół oo Pijarów https://t.co/ZRJDrvnhCN","2021-06-03 21:10:31","TheTwistedRedLa",0,19.93977167,50.06459717
"Kościół Greckokatolicki pw. św. Michała Archanioła #szczecinek #iszczecinek #religia #wiara w: Szczecinek https://t.co/AYvWmm5IDh","2021-05-30 20:59:06","iszczecinek",0,16.7034,53.71253
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/IMgCN5Rh4l","2021-05-17 10:29:17","MarcinTytko",0,20.05676139,50.03491135
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/jfpj6Zh2uL","2021-05-17 06:57:06","karol_grass",0,20.35845995,49.84674184
"Awaria systemu ratownictwa medycznego. Tablety nie działają, ratownicy... https://t.co/vudLSdNtyd","2021-05-16 19:44:21","pidybi",0,2.15452,41.39545
"W Polsce nie może być tak, jak teraz.... https://t.co/qitiirNpBC #dorzeczy","2021-05-16 19:41:57","pidybi",0,2.1547,41.39402
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/3UZ8SYiGzu","2021-05-16 18:59:14","MarcinTytko",0,20.05676139,50.03491135
"Mnie nie łączą z panem marszałkiem Czarzastym żadne relacje prywatne https://t.co/32yIHVa6Wg","2021-05-16 18:47:45","pidybi",0,2.15443,41.39149
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/ku2quLzUi5","2021-05-16 18:24:01","karol_grass",0,20.35845995,49.84674184
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/C7EHX2RMcK","2021-05-16 18:20:36","karol_grass",0,20.35845995,49.84674184
"@k18hair_polska 🧬 Nasz Peptyd K18 ™️ odnowi zniszczone włosy w 4 minuty! 😍 

#k18 #k18hair #hair #włosy #newhair… https://t.co/8QM8DIC35K","2021-05-16 11:47:59","edconnaghan",0,-96.7977,32.7774
"Lekarze nie mogą wystawiać e-recept: Jest awaria systemu https://t.co/bRwrVRCV1J","2021-05-16 09:32:01","pidybi",0,2.15403,41.39262
"Paweł Kukiz w Zjednoczonej Prawicy? Gowin: Nie jest żadną tajemnicą, że trwają rozmowy https://t.co/RREbxntpQk","2021-05-15 19:22:22","pidybi",0,2.1524,41.3929
"Paweł Kukiz w Zjednoczonej Prawicy? Gowin: Cieszyłbym się https://t.co/bI2YoongVO","2021-05-15 18:53:57","pidybi",0,2.15464,41.39275
"To dokument głównie o tym, jak dzielić... https://t.co/e1TIQJIC6Y","2021-05-15 18:22:51","pidybi",0,2.15246,41.39141
"#marynino #mazowsze #mazowieckie #masovia #polska #poland #polen #zwierzęta #animals #tiere #gęsi #goose #gans w: M… https://t.co/12Iwz0TTTr","2021-05-15 16:36:02","eMZeciorrrPL",1,21,52.5167
"#marynino #mazowsze #mazowieckie #masovia #polska #poland #polen #zwierzęta #animals #tiere #kurczaczki… https://t.co/317HURg7uQ","2021-05-15 16:33:49","eMZeciorrrPL",1,21,52.5167
"Zmniejszona dostawa #szczepionki #Johnson &amp; #Johnson. Punkty #szczepień powinny przełożyć część pacjentów https://t.co/ho6BGly1C4","2021-05-15 16:23:53","pidybi",0,2.15463,41.39181
"#bpn #biebrzanskiparknarodowy  #biebrza #biebrzańskiparknarodowy #biebrzanationalpark #polska #poland #polska🇵🇱… https://t.co/aeEqOwIc6e","2021-05-15 15:10:22","jary76",0,22.9167,53.55
"Grzesiowski: Przy radości zachowajmy rozsądek. Nie wyrzucajmy maseczek do śmieci https://t.co/qRTnxfNKum","2021-05-15 14:44:12","pidybi",0,2.15313,41.39124
"Jak #PIS mówi o nowych pieniądzach,... https://t.co/EfMDyovMQI","2021-05-15 14:31:10","pidybi",0,2.15234,41.3913
"Wielki cyrk, bez propozycji dla przedsiębiorców. Opozycja o #Polskim Ładzie https://t.co/BdwyRPcLMO","2021-05-15 14:25:41","pidybi",0,2.15307,41.39137
"Wzorzec z Sevres, rozmowy o wszystkim, najlepsze dowcipy w ekipie. Koledzy i koleżanki o Poniacie https://t.co/X2Sux46oJl","2021-05-15 14:15:15","pidybi",1,2.15494,41.39391
"#xiaomimi11ultra #xiaomimi11i #xiaomimiband6 od @xiaomi.polska #xiaomi w: Kurczaki, Łódź https://t.co/yvrZzxpPxH","2021-05-15 12:19:01","mGSMpl",0,19.4965637,51.7221079
"#Polski Ład: Prezentacja programu #PIS TRANSMISJA https://t.co/MeKyQWhZF2","2021-05-15 09:02:16","pidybi",0,2.15237,41.39444
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/RCQvXrMzwA","2021-05-15 07:27:06","MarcinTytko",0,20.05676139,50.03491135
"Trwają poszukiwania 15-latka z Ledna. Dwustu ludzi w akcji https://t.co/04GlwyDlhG","2021-05-15 07:06:49","pidybi",0,2.1541,41.39483
"#Polski Ład: Dziś prezentacja programu PiS. Co w nim będzie? https://t.co/vC7PXdrj5c","2021-05-15 05:47:24","pidybi",0,2.15312,41.39292
"#Polski Ład. Dziś prezentacja programu, co w nim będzie? https://t.co/wR8zxwoU2q","2021-05-15 05:35:03","pidybi",0,2.15351,41.39285
"Ogródki w restauracjach otwarte. Co jeszcze się zmienia? https://t.co/JunszmRtqb","2021-05-15 04:24:11","pidybi",0,2.15182,41.39309
"Ogródki otwarte. Pierwsi klienci usiedli w nich tuż po północy https://t.co/pcgoERqJvL","2021-05-14 22:56:08","pidybi",0,2.15172,41.32166
"#warszawa #warsaw #warschau #mazowsze #mazowieckie #masovia #polska #poland #polen #budynek #building #architektura… https://t.co/zDe8mn9Gvk","2021-05-14 21:00:39","eMZeciorrrPL",1,21.01241667,52.23044444
"#narew #rzeka #river #poland #polska  #poland🇵🇱 #weekend #wiosna #spring #tykocin w: Tykocin https://t.co/lZWpiCL39S","2021-05-14 19:49:40","jary76",0,22.77261,53.20738
"Dz.U. 2021 poz. 891
Oświadczenie rządowe z dnia 26 marca 2021 r. w sprawie mocy obowiązującej w relacjach między Rz… https://t.co/MDrCH28FPP","2021-05-14 19:31:17","Dziennik_Ustaw",0,21.02839,52.22548
"Wykluczenie Rasia i Zalewskiego z PO. Decyzja niedojrzała, bez przemyślenia https://t.co/6Hx6w0dQs5","2021-05-14 19:23:03","pidybi",0,2.1545,41.390154
"Ireneusz Raś i #Paweł Zalewski usunięci z PO. Za działania na szkodę Platformy https://t.co/EWBva8uZG1","2021-05-14 17:52:24","pidybi",0,2.154261,41.390549
"Nie będzie dochodzenia w sprawie hierarchów. Jedno z nich miało dotyczyć #arcybiskupa Głodzia https://t.co/kDXqH4QEaO","2021-05-14 17:28:09","pidybi",0,2.154385,41.390505
"Dziękuję Polska !! Thank you science !!

#vaccinationdone✔️ 
#pfizer 
#Wroclaw 
#science @ Wroclaw [Wroclove] https://t.co/RQENBA6jJI","2021-05-14 13:57:31","diogocwb",0,17.03158612,51.10996516
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/YxeWrNFqUb","2021-05-14 05:01:25","karol_grass",0,20.35845995,49.84674184
"Przed wejściem do komisariatu stał chłopiec, pukał w szybę. Tego dyżuru #policjanci nie zapomną do końca życia https://t.co/wcbXIXAJNs","2021-05-14 04:33:23","pidybi",0,2.154217,41.390189
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/2a87TMN8bg","2021-05-13 22:55:48","MarcinTytko",0,20.05676139,50.03491135
"Nawałnice nad #Polską. Kilkaset interwencji straży pożarnej https://t.co/kXoQ2jZsWV","2021-05-13 21:46:06","pidybi",0,2.154414,41.390148
"#Senatorka #PIS o Bodnarze: biegał w obronie nawiedzonych bab siejących religię śmierci https://t.co/YPE8KD8dOW","2021-05-13 21:40:46","pidybi",0,2.15415,41.390491
"Dr Sierpiński: Wspieramy #Polską naukę i... https://t.co/oTc2tKN0DN #dorzeczy","2021-05-13 21:30:06","pidybi",0,2.154347,41.390333
"#marynino #mazowsze #mazowieckie #masovia #polska #poland #polen #zwierzęta #animals #tiere #gęsi #goose #gans w: M… https://t.co/TNP3RVEaOp","2021-05-13 21:16:48","eMZeciorrrPL",1,21,52.5167
"Wybór #RPO. #Senat odrzucił kandydaturę Bartłomieja #Wróblewskiego https://t.co/yg5WLGjsBu","2021-05-13 20:30:20","pidybi",0,2.154339,41.390311
"Senat nie wyraził zgody na powołanie posła #PIS Bartłomieja Wróblewskiego na RPO https://t.co/zR4PoQo9iC","2021-05-13 18:27:03","pidybi",0,2.154464,41.390535
