"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @rafal_zaorski: Kradzione. to chyba pierwsza wojna  memiczno-propagandowa wygrywana po całości przez ukr na memy @JackGadzinowski jak za…",FALSE,0,NA,2022-03-02 09:38:26,FALSE,NA,"1498955881714749441",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rafikad69",109,TRUE,FALSE,NA,NA
"RT @rafal_zaorski: Kradzione. to chyba pierwsza wojna  memiczno-propagandowa wygrywana po całości przez ukr na memy @JackGadzinowski jak za…",FALSE,0,NA,2022-03-02 09:38:24,FALSE,NA,"1498955876589314054",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OlekLewandowsk",109,TRUE,FALSE,NA,NA
"RT @oko_press: Pod dworcem w Przemyślu, gdzie przyjeżdżają uchodźcy z Ukrainy, bojówki skrajnej prawicy urządzają polowania na ludzi o inny…",FALSE,0,NA,2022-03-02 09:38:22,FALSE,NA,"1498955864757125122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M_Wyszkowski",106,TRUE,FALSE,NA,NA
"RT @Amb_Francji: #TrójkątWeimarski #WeStandWithUkraine🇺🇦
#Ukraina | Wspólna deklaracja ministrów spraw zagranicznych Francji🇫🇷, Niemiec🇩🇪 i…",FALSE,0,NA,2022-03-02 09:38:21,FALSE,NA,"1498955864165822467",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FranceCracovie",2,TRUE,FALSE,NA,NA
"RT @Karol09996661: Dzisiaj się dowiedziałem, że duża część społeczeństwa nie wie, iż na #Ukraina studiuje ponad 20 tysięcy Afrykańczyków. G…",FALSE,0,NA,2022-03-02 09:38:21,FALSE,NA,"1498955861510828035",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KamilGoobar",153,TRUE,FALSE,NA,NA
"RT @PAPinformacje: Media: grupa hakerów związana z Anonymous zaatakowała Roskosmos. Rosja straciła kontrolę nad własnymi satelitami szpiego…",FALSE,0,NA,2022-03-02 09:38:20,FALSE,NA,"1498955859002593286",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stanczykmaciej",34,TRUE,FALSE,NA,NA
"RT @Leszek55321865: Ukraina, południowy odłam wielkiej Rusi. Niepomni na los Nowogrodzian zdradzili Rzeczpospolitą i oddali się pod but Mos…",FALSE,0,NA,2022-03-02 09:38:20,FALSE,NA,"1498955856809009156",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PaulinaPLove",5,TRUE,FALSE,NA,NA
"Prawie 6 tysięcy rosyjskich żołnierzy wyeliminowało ukraińskie wojsko od początku inwazji - poinformowało Ministers… https://t.co/ECJiTgOmXX",FALSE,1,NA,2022-03-02 09:38:19,TRUE,NA,"1498955854871244800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","radio_szczecin",0,FALSE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:38:17,FALSE,NA,"1498955844788133889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Janto60619610",921,TRUE,FALSE,NA,NA
"RT @ZosiaRatajczak: Michael Douglas solidarny z Ukrainą. https://t.co/F0U7Z72WYW",FALSE,0,NA,2022-03-02 09:38:16,FALSE,NA,"1498955841835311107",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bartek_012",165,TRUE,FALSE,NA,NA
"RT @Politic_Economy: 🇵🇱 Szwajcaria 🇨🇭, znana ze swojej neutralności, ogłosiła, że nałoży sankcje na Rosję.
🇬🇧🇺🇲 Switzerland 🇨🇭, known for i…",FALSE,0,NA,2022-03-02 09:38:15,FALSE,NA,"1498955838412800004",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","perlapolska",3,TRUE,FALSE,NA,NA
"RT @Bohemia27902190: Zełenski udzielił wywiadu w kijowskim bunkrze. ""Nie jestem ikoną. Ikoną jest Ukraina""
Onet https://t.co/Ewbrg8OrmS",FALSE,0,NA,2022-03-02 09:38:13,FALSE,NA,"1498955829684359170",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MPidlis",8,TRUE,FALSE,NA,NA
"RT @RepublikaTV: .@RauZbigniew: Nie możemy być obojętni na krzywdę i cierpienie ludzi. Polska stoi ramię w ramię z Ukrainą i wzywa do pokoj…",FALSE,0,NA,2022-03-02 09:38:09,FALSE,NA,"1498955812743655424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Magorza62924103",7,TRUE,FALSE,NA,NA
"RT @kvcperkrol: 🇵🇱🇺🇦Mówicie, że większość 🇷🇺Rosjan korzysta z map Yandex? Hmm...🤔 Ciekawe jak dodawać tam opinie 😉✌️
#Anonymous #IdiNaChuj…",FALSE,0,NA,2022-03-02 09:38:09,FALSE,NA,"1498955812223401984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bellxcomeilsole",1581,TRUE,FALSE,NA,NA
"RT @Nemuriian: 🇺🇦⚡️ Rosyjski pułkownik dostał się do niewoli.
#wojna #ukraina #rosja https://t.co/Tjh14kX1F3",FALSE,0,NA,2022-03-02 09:38:07,FALSE,NA,"1498955803583258625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","po_mariusz",12,TRUE,FALSE,NA,NA
"RT @sg4rr_: Anonymous oznajmiło, że ważne instytucje w Białorusi są chronione takimi haslami jak ""password"", ""1234"" lub ""abc123"".
#Anonymou…",FALSE,0,NA,2022-03-02 09:38:06,FALSE,NA,"1498955799514828800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dominik76137073",209,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:38:05,FALSE,NA,"1498955793315635200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PannaCo88236693",921,TRUE,FALSE,NA,NA
"@levvaJoanna Polska zmieniła Europę, Ukraina zmienia Świat…",FALSE,0,"levvaJoanna",2022-03-02 09:38:02,FALSE,"1498668393179889669","1498955784553738240","1426997175037440010","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anynone",0,FALSE,FALSE,NA,NA
"RT @rafal_zaorski: Kradzione. to chyba pierwsza wojna  memiczno-propagandowa wygrywana po całości przez ukr na memy @JackGadzinowski jak za…",FALSE,0,NA,2022-03-02 09:38:02,FALSE,NA,"1498955784209768448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","radoscislawa",109,TRUE,FALSE,NA,NA
"RT @Karol09996661: Dzisiaj się dowiedziałem, że duża część społeczeństwa nie wie, iż na #Ukraina studiuje ponad 20 tysięcy Afrykańczyków. G…",FALSE,0,NA,2022-03-02 09:38:00,FALSE,NA,"1498955775355629572",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","queeniaraa",153,TRUE,FALSE,NA,NA
"Trzeba bardzo uważać na przekaz, gdyż każdy może powodować panikę i zasiać nieufność w Narodzie. We Lwowie propagow… https://t.co/opP0dtDIAp",FALSE,1,NA,2022-03-02 09:37:56,TRUE,NA,"1498955756468674566",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hiszpandg",0,FALSE,FALSE,NA,NA
"RT @Jan34733995: 02.03.2022 r. - Ukraina.

Sabotażyści i złodzieje.

Kiedy taka metoda u nas?

Witojta! https://t.co/lyKeUlI7hX",FALSE,0,NA,2022-03-02 09:37:55,FALSE,NA,"1498955753515855873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PodlasiaZ",9,TRUE,FALSE,NA,NA
"RT @caspms: Prezydent Brazylii Jair Bolsonaro: 
„Nie nałożymy sankcji na Rosję. Ukrainą rządzi komik”.

Tak, Ukrainą rządzi komik z wykszta…",FALSE,0,NA,2022-03-02 09:37:55,FALSE,NA,"1498955753343918084",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessexfvck",2671,TRUE,FALSE,NA,NA
"RT @BogdanKlich: #Putin spadkobiercą Hitlera. Atak na miejsce #Holocaust w Babim Jarze oraz w obecnym budynku telewizji, w którym hitlerowc…",FALSE,0,NA,2022-03-02 09:37:55,FALSE,NA,"1498955751305400320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CiechanowiczD",3,TRUE,FALSE,NA,NA
"RT @PAPinformacje: Media: grupa hakerów związana z Anonymous zaatakowała Roskosmos. Rosja straciła kontrolę nad własnymi satelitami szpiego…",FALSE,0,NA,2022-03-02 09:37:54,FALSE,NA,"1498955748587491334",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","galadorzgakharg",34,TRUE,FALSE,NA,NA
"RT @imxdejw: Dziadek z ukrainy poszedł na solo z Rosyjskim żołnierzem, podobno nic mu się nie stało, jaja ze stali. 
#ukrainian #ukraina #p…",FALSE,0,NA,2022-03-02 09:37:54,FALSE,NA,"1498955748168146950",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agatamaliklol",100,TRUE,FALSE,NA,NA
"RT @mdzearth: Brawo Ukraina! #Ukraine Rosyjski bandzior sam sobie winny! https://t.co/5RrYECWkk8",FALSE,0,NA,2022-03-02 09:37:53,FALSE,NA,"1498955744242286593",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sebastianek_pl",2,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:37:53,FALSE,NA,"1498955743483113474",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rnowecki01",921,TRUE,FALSE,NA,NA
"RT @RepublikaTV: .@RauZbigniew: Nie możemy być obojętni na krzywdę i cierpienie ludzi. Polska stoi ramię w ramię z Ukrainą i wzywa do pokoj…",FALSE,0,NA,2022-03-02 09:37:52,FALSE,NA,"1498955739884363776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RauZbigniew",7,TRUE,FALSE,NA,NA
"RT @MichalSzczerba: Już jest Bohaterem. Ukraina zwycięży! 🇺🇦🇪🇺 #StandWithUkraine @ZelenskyyUa @ua_parliament https://t.co/1kZyo0gwh1",FALSE,0,NA,2022-03-02 09:37:49,FALSE,NA,"1498955729985757184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Max94842047",156,TRUE,FALSE,NA,NA
"RT @szczesniak__a: ""Informacyjna wojna między Rosją a Ukrainą jest też pojedynkiem wizerunkowym dwóch prezydentów: Wołodymyra Zełenskiego i…",FALSE,0,NA,2022-03-02 09:37:49,FALSE,NA,"1498955729708933126",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JadwigaMarcinia",2,TRUE,FALSE,NA,NA
"RT @Strazacki: 🟥PILNE

Czy jest tu jakaś jednostka z okolic Krościenka? Potrzebne są namioty pneumatyczne z nagrzewnicą.

Osoba do kontaktu…",FALSE,0,NA,2022-03-02 09:37:49,FALSE,NA,"1498955728207364097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ma_drza",2,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:37:47,FALSE,NA,"1498955721454592005",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1962Hetman",921,TRUE,FALSE,NA,NA
"@TadeuszGiczan Ławrow właśnie wyjaśnił, dlaczego Rosja musiała rozpocząć wojnę z Ukrainą i to czystym Orwellem: „Ro… https://t.co/EJGtlDwoEE",FALSE,0,"TadeuszGiczan",2022-03-02 09:37:43,TRUE,"1497144533628432387","1498955703033151490","1065375790878081024","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","szczepanski_pan",0,FALSE,FALSE,NA,NA
"RT @tomasz46464675: @Marcus97025717 @anonymous_mg76 „Izrael i Ukraina zawarły tajne porozumienie, które przewiduje masową emigrację Żydów n…",FALSE,0,NA,2022-03-02 09:37:43,FALSE,NA,"1498955701452001283",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Seb25982998",1,TRUE,FALSE,NA,NA
"RT @JarekWitkowski7: Echo Moskwy wczoraj
zakończenie symboliczne redaktor z Moskwy pyta się Gordona czy jest bezpieczny a Gordon, tak jeste…",FALSE,0,NA,2022-03-02 09:37:41,FALSE,NA,"1498955694292221953",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lalikdesign",8,TRUE,FALSE,NA,NA
"RT @sg4rr_: Anonymous oznajmiło, że ważne instytucje w Białorusi są chronione takimi haslami jak ""password"", ""1234"" lub ""abc123"".
#Anonymou…",FALSE,0,NA,2022-03-02 09:37:39,FALSE,NA,"1498955686029504512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nunaxana",209,TRUE,FALSE,NA,NA
"RT @KronikiJawy: Jak pomóc Ukrainie? Lista zbiórek i akcji charytatywnych #ukraina #pomoc #solidarnizukraina #zbiorki 

https://t.co/4MDyVF…",FALSE,0,NA,2022-03-02 09:37:39,FALSE,NA,"1498955684339240961",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OlszewskBaska",1,TRUE,FALSE,NA,NA
"Ukraina + 6 czołgów 💪 https://t.co/7dwkMzmaqv",FALSE,4,NA,2022-03-02 09:37:36,FALSE,NA,"1498955674788708354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KludkowskaM",0,FALSE,FALSE,NA,NA
"Hołd dla niezłomnego ducha WIELKIEGO RYCERZA Pana Prezydenta UKRAINY Wołodymyra Zełenskiego. #wieszwięcej #Ukraina… https://t.co/D8z4579yAI",FALSE,1,NA,2022-03-02 09:37:35,TRUE,NA,"1498955668367331328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BialyOrzel2022",0,FALSE,FALSE,NA,NA
"RT @EreaAndrzej: Mer Konotopy (pn.-wsch. Ukraina) zwołuje radę mieszkańców.

Trwa dyskusja, czy poddać miasto.

Rosjanie postawili ultimatu…",FALSE,0,NA,2022-03-02 09:37:35,FALSE,NA,"1498955667696148482",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kate76710420",9,TRUE,FALSE,NA,NA
"🔸 Tomasz Kędziora, który od 2017 roku reprezentuje barwy Dynama Kijów, podzielił się na Instagramie swoimi przemyśl… https://t.co/txVPqyQMmy",FALSE,3,NA,2022-03-02 09:37:28,TRUE,NA,"1498955640877850624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RadiowaJedynka",1,FALSE,FALSE,NA,NA
"RT @ZdrowymO: Oto oni, „wyzwoliciele”, po prostu kradną i rabują ukrainskie miasta.  Wideo z Chersoniu. 
#wojna #Rosja #Ukraina https://t.c…",FALSE,0,NA,2022-03-02 09:37:22,FALSE,NA,"1498955614764126208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","po_mariusz",237,TRUE,FALSE,NA,NA
"nowy tekst #herostory autorstwa @A_Swidzinski dla @StrategyFuture1 @BartosiakJacek https://t.co/Q0DtjDszoP… https://t.co/EleVONfbEn",FALSE,1,NA,2022-03-02 09:37:22,TRUE,NA,"1498955613409357824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","almirabariurco1",0,FALSE,FALSE,NA,NA
"Ciekawy jestem, który z #bank.ów poinformował swych #frankowicz.ów o wzroście kursu #CHF z powodu wojny w #Ukraina.… https://t.co/0p8JzTTOFQ",FALSE,0,NA,2022-03-02 09:37:18,TRUE,NA,"1498955597844262914",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TurekZbig",0,FALSE,FALSE,NA,NA
"ZM54-1 Calibre został zrzucony na Plac Wolności w Charkowie. Ukraina nie ma takich pocisków w swoim arsenale - Hris… https://t.co/7I1rQ7zf1V",FALSE,0,NA,2022-03-02 09:37:18,TRUE,NA,"1498955597340987400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sczuppak",0,FALSE,FALSE,NA,NA
"W znacznej części dalsze losy tej wojny na #Ukraina będa zależały od sytuacji i postawy ludności cywilnej. A cywiln… https://t.co/90YnuwY5mg",FALSE,1,NA,2022-03-02 09:37:16,TRUE,NA,"1498955589489246212",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ARomasze",1,FALSE,FALSE,NA,NA
"@CzeKuku Złoża i ziemię rolną. Ukraina jest bogata.",FALSE,1,"CzeKuku",2022-03-02 09:37:16,FALSE,"1498955197200179203","1498955588985925633","1356161967984140288","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marek1488PL",0,FALSE,FALSE,NA,NA
"RT @MirekRozanski: „Ukraina potrzebuje dzisiaj pilnie systemów bezzałogowych uderzeniowych, które będą mogły operować nad wojskami rosyjski…",FALSE,0,NA,2022-03-02 09:37:16,FALSE,NA,"1498955587920535552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Batko_Nestor",27,TRUE,FALSE,NA,NA
"@pisorgpl @MorawieckiM Moskwę to zaskoczyła Ukraina i zachowanie społeczeństw. PiS i jedność czegokolwiek i kogokol… https://t.co/CVbln9LQvg",FALSE,0,"pisorgpl",2022-03-02 09:37:15,TRUE,"1498707242870362116","1498955586813181953","15877628","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","azraelstears",0,FALSE,FALSE,NA,NA
"RT @nahmafia: ❗️❗️THREAD - CO JEST POTRZEBNE A CO NIE, JAK PAKOWAĆ PRODUKTY, ETC ❗️❗️🇺🇦🇺🇦🇺🇦

 #Ukraina #Wojna #IStandWithUkraine",FALSE,0,NA,2022-03-02 09:37:15,FALSE,NA,"1498955584263098370",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wiktorcia8_8",89,TRUE,FALSE,NA,NA
"RT @Pontifex_pl: 2 marca, Środa Popielcowa, dzień modlitwy i postu w intencji pokoju w Ukrainie. #Ukraina. #MódlmysięWspólnie https://t.co/…",FALSE,0,NA,2022-03-02 09:37:10,FALSE,NA,"1498955565913018374",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomJurkiewicz93",34,TRUE,FALSE,NA,NA
"RT @PAPinformacje: Ambasador RP w #Kijowie  dla PR3: to miasto jest nie do zdobycia
#PAPInformacje #Ukraina 
https://t.co/f3Sf8fCMv9",FALSE,0,NA,2022-03-02 09:37:06,FALSE,NA,"1498955549337128960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GrRaupuk",7,TRUE,FALSE,NA,NA
"RT @sondypolityczne: #SONDA | czy polskie państwo zdaje egzamin w obliczu zbrojnej agresji Rosji na Ukrainę? #Ukraina #Rosja #Polska #wojna…",FALSE,0,NA,2022-03-02 09:37:06,FALSE,NA,"1498955546799620097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grazynadob",54,TRUE,FALSE,NA,NA
"@PomianowskiA Kryzys graniczny mieliśmy na jesieni. Niby dlaczego nie mieliby użyć znów tego „scenariusza” w wersji… https://t.co/TC9gi6FDrs",FALSE,0,"neomarshal",2022-03-02 09:37:02,TRUE,"1498955015108677633","1498955531377119235","987444062","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neomarshal",0,FALSE,FALSE,NA,NA
"RT @BydgoszczPL: Zbiórka pieniędzy dla miast partnerskich

Miasto #Bydgoszcz oraz Towarzystwo Miłośników Miasta Bydgoszczy prowadzą zbiórkę…",FALSE,0,NA,2022-03-02 09:36:56,FALSE,NA,"1498955507788402688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichalSztybel",4,TRUE,FALSE,NA,NA
"@Patryk_1234567 Morawiecki sie obawia, ze Ukraina sie nie zgodzi.",FALSE,0,"Patryk_1234567",2022-03-02 09:36:55,FALSE,"1498944744428290050","1498955501232656384","3077668144","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tomaszwo5454",0,FALSE,FALSE,NA,NA
"@Dawid51190531 @DBrzezicka Niby tworzy się jakiś legion, ja wierze ze Ukraina da radę. W użyciu Putina jest już 80%… https://t.co/v1x76e6YO1",FALSE,1,"Dawid51190531",2022-03-02 09:36:54,TRUE,"1498939678854205449","1498955495939444736","1238750086189940737","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nietwojinteres4",0,FALSE,FALSE,NA,NA
"Co się dzieje na Ukrainie? Jest szczegółowy raport szefa MON https://t.co/B1kLZZpoDw #wieszwiecej",FALSE,0,NA,2022-03-02 09:36:53,FALSE,NA,"1498955492944662530",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marcin124034191",0,FALSE,FALSE,NA,NA
"RT @oko_press: Pod dworcem w Przemyślu, gdzie przyjeżdżają uchodźcy z Ukrainy, bojówki skrajnej prawicy urządzają polowania na ludzi o inny…",FALSE,0,NA,2022-03-02 09:36:50,FALSE,NA,"1498955479669788672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DanaVarahi",106,TRUE,FALSE,NA,NA
"RT @Polishsoldier3: Mam wielką prośbę. Nie publikujcie zdjęć tego co ląduje i stratuje z baz oraz lotnisk w płd-wsch Polsce. Tego co jeździ…",FALSE,0,NA,2022-03-02 09:36:48,FALSE,NA,"1498955471310491655",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Myl126",1028,TRUE,FALSE,NA,NA
"RT @Jan34733995: 02.03.2022 r. - Ukraina.

Sabotażyści i złodzieje.

Kiedy taka metoda u nas?

Witojta! https://t.co/lyKeUlI7hX",FALSE,0,NA,2022-03-02 09:36:47,FALSE,NA,"1498955467242016769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanielStefanow3",9,TRUE,FALSE,NA,NA
"@Mariano93862924 @MJMarszalkowski A może liczą, że ich zestrzelą jak będą na Białorusi i wtedy cyk - Białoruś wysył… https://t.co/6gOTEfImUp",FALSE,0,"Mariano93862924",2022-03-02 09:36:43,TRUE,"1498954138251853831","1498955452260007936","912364238831783936","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pawel_Kubala",0,FALSE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:36:42,FALSE,NA,"1498955445058392064",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Podawacz1",921,TRUE,FALSE,NA,NA
"🇵🇱🇺🇦 Członkowie @RadaMlodziezy opracowali stanowisko w sprawie obecnej sytuacji na #Ukraina i zaapelowali o pełne w… https://t.co/s0KlEWjp3K",FALSE,3,NA,2022-03-02 09:36:41,TRUE,NA,"1498955444286595076",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MEIN_GOV_PL",0,FALSE,FALSE,NA,NA
"RT @Tysol: [video] Wstrząsająca relacja ratownika z granicy z Ukrainą: ""Agresywni mężczyźni spoza Ukrainy, tylko 20 proc. to matki z dziećm…",FALSE,0,NA,2022-03-02 09:36:41,FALSE,NA,"1498955442659241987",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Liha_Poro",99,TRUE,FALSE,NA,NA
"#WizzAir oferuje w marcu ukraińskim uchodźcom 100 tys. bezpłatnych miejsc z krajów graniczących z Ukrainą, tj. Pols… https://t.co/FStcUKi7Dz",FALSE,4,NA,2022-03-02 09:36:38,TRUE,NA,"1498955429661102083",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dominikpanek",0,FALSE,FALSE,NA,NA
"RT @nahmafia: ❗️❗️THREAD - CO JEST POTRZEBNE A CO NIE, JAK PAKOWAĆ PRODUKTY, ETC ❗️❗️🇺🇦🇺🇦🇺🇦

 #Ukraina #Wojna #IStandWithUkraine",FALSE,0,NA,2022-03-02 09:36:36,FALSE,NA,"1498955420190351365",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","teaoora2",89,TRUE,FALSE,NA,NA
"RT @sg4rr_: Anonymous oznajmiło, że ważne instytucje w Białorusi są chronione takimi haslami jak ""password"", ""1234"" lub ""abc123"".
#Anonymou…",FALSE,0,NA,2022-03-02 09:36:35,FALSE,NA,"1498955418059657216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","csjellies",209,TRUE,FALSE,NA,NA
"RT @nahmafia: Rosjanie palą swoje paszporty przed ambasadą rosyjską w Warszawie w proteście przeciwko inwazji Putina na Ukrainę. #Ukraina #…",FALSE,0,NA,2022-03-02 09:36:35,FALSE,NA,"1498955416461623296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ohxmyxsatan",1033,TRUE,FALSE,NA,NA
"Więcej informacji o filmach, fundacji i całej akcji znaleźć można na wydarzeniu utworzonym na Facebooku przez mojee… https://t.co/IhmmO0F7NJ",FALSE,0,"krytykblog",2022-03-02 09:36:32,TRUE,"1498954622865715203","1498955405715775492","785110469556207616","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krytykblog",0,FALSE,FALSE,NA,NA
"RT @przeglad: Apel mistrza z Charkowa:„Pomóżcie, by przestali nas bombardować” https://t.co/adWm0ogMqC",FALSE,0,NA,2022-03-02 09:36:30,FALSE,NA,"1498955395951378432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rszlachta",3,TRUE,FALSE,NA,NA
"RT @ibimspl: ⚠️KOMUNIKAT⚠️
W ost 24h odnotowano ponad 120.000 prób dezinformacji w przestrzeni polskich socialmedia w temacie #Ukraina #woj…",FALSE,0,NA,2022-03-02 09:36:30,FALSE,NA,"1498955395032764417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VoltPoland",921,TRUE,FALSE,NA,NA
